"Date","Average Sentiment (Total)","Negative sentiment (Total)","Positive sentiment (Total)","Weighted sentiment (Total)"
"2020-02-25T00:00:00.000Z","449.51256918907166","-906.0090175271034","1355.521586716175","6.879465406704055"
"2020-02-26T00:00:00.000Z","298.773976624012","-1273.4103093147278","1572.1842859387398","5.055743907165997"
"2020-02-27T00:00:00.000Z","282.1677592396736","-1011.1464512348175","1293.3142104744911","6.053502255495091"
"2020-02-28T00:00:00.000Z","342.16637110710144","-891.3488684296608","1233.5152395367622","-19.550896185645126"
"2020-02-29T00:00:00.000Z","278.6668996810913","-521.900096654892","800.5669963359833","-14.791590833964694"
"2020-03-01T00:00:00.000Z","409.6308214664459","-666.4671218395233","1076.0979433059692","9.096291348525632"
"2020-03-02T00:00:00.000Z","491.13107293844223","-671.0679767131805","1162.1990496516228","5.297890458181089"
"2020-03-03T00:00:00.000Z","266.61862194538116","-758.8015763759613","1025.4201983213425","-5.2946046820854615"
"2020-03-04T00:00:00.000Z","344.27969563007355","-644.3020119667053","988.5817075967789","-3.9208683724798146"
"2020-03-05T00:00:00.000Z","615.6971280574799","-691.7786642313004","1307.4757922887802","-17.86049323745011"
"2020-03-06T00:00:00.000Z","282.139422416687","-642.7355070710182","924.8749294877052","13.85217893026448"
"2020-03-07T00:00:00.000Z","268.50612312555313","-579.1484112143517","847.6545343399048","18.749957712947342"
"2020-03-08T00:00:00.000Z","-552.1984267830849","-1690.7408189177513","1138.5423921346664","-63.56815026934878"
"2020-03-09T00:00:00.000Z","-190.42194056510925","-1831.200151026249","1640.7782104611397","-6.805926014170664"
"2020-03-10T00:00:00.000Z","195.40739291906357","-1023.022499203682","1218.4298921227455","-1.7008504889959484"
"2020-03-11T00:00:00.000Z","137.1414498090744","-951.6783139705658","1088.8197637796402","-8.40084681270144"
"2020-03-12T00:00:00.000Z","-1045.270654976368","-3959.7864432930946","2914.5157883167267","-55.003661316670396"
"2020-03-13T00:00:00.000Z","-638.3790728449821","-3514.6629322767258","2876.2838594317436","21.261776147576086"
"2020-03-14T00:00:00.000Z","-91.73461973667145","-1146.181004166603","1054.4463844299316","-7.399022369862328"
"2020-03-15T00:00:00.000Z","-109.45341724157333","-1369.6811022162437","1260.2276849746704","14.84013726605367"
"2020-03-16T00:00:00.000Z","-551.8595794439316","-1994.8687899112701","1443.0092104673386","3.8431507378435232"
"2020-03-17T00:00:00.000Z","230.37354266643524","-1057.639927148819","1288.0134698152542","8.377139476830134"
"2020-03-18T00:00:00.000Z","87.70648539066315","-1023.9710912704468","1111.67757666111","0.10868853823234004"
"2020-03-19T00:00:00.000Z","228.00138074159622","-1251.315319120884","1479.3166998624802","-7.907647982237335"
"2020-03-20T00:00:00.000Z","-92.72001457214355","-1406.3604146838188","1313.6404001116753","-17.14783688132737"
"2020-03-21T00:00:00.000Z","57.80438381433487","-787.7124672532082","845.516851067543","5.596921910677474"
"2020-03-22T00:00:00.000Z","-11.073158740997314","-968.788293659687","957.7151349186897","-5.517573736042953"
"2020-03-23T00:00:00.000Z","360.980596780777","-1034.3004193902016","1395.2810161709785","20.303773687912404"
"2020-03-24T00:00:00.000Z","115.74187976121902","-1036.8389907479286","1152.5808705091476","0.3314930329224559"
"2020-03-25T00:00:00.000Z","156.80823236703873","-954.2767705321312","1111.08500289917","-5.172287104308497"
"2020-03-26T00:00:00.000Z","184.01280850172043","-736.7753546237946","920.788163125515","-7.0146432745610605"
"2020-03-27T00:00:00.000Z","191.00423961877823","-797.6105035543442","988.6147431731224","-15.145678029017276"
"2020-03-28T00:00:00.000Z","-14.454040825366974","-965.7712723016739","951.3172314763069","14.500412604364477"
"2020-03-29T00:00:00.000Z","82.14417976140976","-831.4430150389671","913.5871948003769","-9.069080431571228"
"2020-03-30T00:00:00.000Z","239.73772341012955","-839.7562103271484","1079.493933737278","9.122044109282802"
"2020-03-31T00:00:00.000Z","280.52025932073593","-626.3244196772575","906.8446789979935","8.078015268383362"
"2020-04-01T00:00:00.000Z","186.21054762601852","-867.7690322995186","1053.979579925537","18.120626853607877"
"2020-04-02T00:00:00.000Z","419.0567864179611","-1031.6438673734665","1450.7006537914276","3.106328752032332"
"2020-04-03T00:00:00.000Z","317.1532266139984","-802.1038786172867","1119.257105231285","9.713149144907174"
"2020-04-04T00:00:00.000Z","247.97882556915283","-626.0019496679306","873.9807752370834","-7.4466173784333956"
"2020-04-05T00:00:00.000Z","185.35644805431366","-637.1387605667114","822.4952086210251","8.943890462180457"
"2020-04-06T00:00:00.000Z","305.4462425708771","-1030.900755763054","1336.346998333931","21.831436875632622"
"2020-04-07T00:00:00.000Z","129.35753697156906","-981.2124208211899","1110.569957792759","-4.014492953892223"
"2020-04-08T00:00:00.000Z","293.13023763895035","-828.5924785733223","1121.7227162122726","6.53032431031674"
"2020-04-09T00:00:00.000Z","183.2295788526535","-780.1530801057816","963.3826589584351","3.3859515597491807"
"2020-04-10T00:00:00.000Z","226.79471218585968","-1048.914138019085","1275.7088502049446","-24.24894784406439"
"2020-04-11T00:00:00.000Z","211.7117435336113","-631.1309390664101","842.8426826000214","9.25579724657633"
"2020-04-12T00:00:00.000Z","305.79695945978165","-714.2843963503838","1020.0813558101654","12.013076489465481"
"2020-04-13T00:00:00.000Z","326.0127390027046","-980.5230797529221","1306.5358187556267","2.3976151914508064"
"2020-04-14T00:00:00.000Z","348.63639467954636","-728.5836557745934","1077.2200504541397","-15.019354028081002"
"2020-04-15T00:00:00.000Z","147.4140065908432","-887.8058415651321","1035.2198481559753","-8.447173696867086"
"2020-04-16T00:00:00.000Z","305.64001274108887","-1222.5027365088463","1528.1427492499352","1.9186521028209405"
"2020-04-17T00:00:00.000Z","389.51691621541977","-716.202942609787","1105.7198588252068","-1.2210843935153972"
"2020-04-18T00:00:00.000Z","425.0441929101944","-720.7348300218582","1145.7790229320526","7.696521812260717"
"2020-04-19T00:00:00.000Z","452.26793640851974","-740.465447306633","1192.7333837151527","6.438287502435587"
"2020-04-20T00:00:00.000Z","215.4831424355507","-1134.4716320037842","1349.9547744393349","-14.109890107638552"
"2020-04-21T00:00:00.000Z","578.9177395701408","-829.5851660370827","1408.5029056072235","7.0000261980866405"
"2020-04-22T00:00:00.000Z","716.3557398915291","-785.4124113321304","1501.7681512236595","-5.265846707033176"
"2020-04-23T00:00:00.000Z","853.9617578983307","-1100.726120710373","1954.6878786087036","36.12033041824384"
"2020-04-24T00:00:00.000Z","475.21149146556854","-855.7734588980675","1330.984950363636","-15.24012075598722"
"2020-04-25T00:00:00.000Z","409.6553992629051","-749.0115336179733","1158.6669328808784","15.667715168822156"
"2020-04-26T00:00:00.000Z","461.5189850926399","-742.5235936641693","1204.0425787568092","13.07823766148172"
"2020-04-27T00:00:00.000Z","831.9159023165703","-812.6798480153084","1644.5957503318787","14.573459501482809"
"2020-04-28T00:00:00.000Z","616.2531892061234","-847.0368113517761","1463.2900005578995","-2.959034738140592"
"2020-04-29T00:00:00.000Z","820.2501064538956","-1917.5457278490067","2737.795834302902","-3.0664750731111625"
"2020-04-30T00:00:00.000Z","437.86125242710114","-2053.031400322914","2490.8926527500153","-6.917222175887571"
"2020-05-01T00:00:00.000Z","489.15208834409714","-1118.104164302349","1607.2562526464462","15.490322703800622"
"2020-05-02T00:00:00.000Z","641.314815223217","-821.5093005895615","1462.8241158127785","0.0924050583328439"
"2020-05-03T00:00:00.000Z","347.2722861170769","-1245.6688785552979","1592.9411646723747","-4.337647017778717"
"2020-05-04T00:00:00.000Z","225.6346651315689","-1197.538601219654","1423.173266351223","-5.514783726927846"
"2020-05-05T00:00:00.000Z","436.3208520412445","-1088.4239891767502","1524.7448412179947","14.898481842577036"
"2020-05-06T00:00:00.000Z","184.788998067379","-1467.3534079790115","1652.1424060463905","-12.099454560808997"
"2020-05-07T00:00:00.000Z","946.3385996818542","-2007.2608523368835","2953.599452018738","24.64745684067727"
"2020-05-08T00:00:00.000Z","562.0742056965828","-1593.4869334101677","2155.5611391067505","-22.502998984766553"
"2020-05-09T00:00:00.000Z","446.91523718833923","-1212.51054251194","1659.4257797002792","6.398449229939081"
"2020-05-10T00:00:00.000Z","-200.87997645139694","-2623.609240949154","2422.729264497757","-6.471423315132413"
"2020-05-11T00:00:00.000Z","1419.0969964265823","-2041.9202494621277","3461.01724588871","19.47772928335812"
"2020-05-12T00:00:00.000Z","668.5666153430939","-1228.8307023644447","1897.3973177075386","-15.123807381601274"
"2020-05-13T00:00:00.000Z","479.2602571249008","-1226.091285943985","1705.3515430688858","-11.367784629469316"
"2020-05-14T00:00:00.000Z","262.10096192359924","-1613.5932313799858","1875.694193303585","3.992191638755082"
"2020-05-15T00:00:00.000Z","139.30840545892715","-1704.70951962471","1844.0179250836372","11.771840880786302"
"2020-05-16T00:00:00.000Z","726.6092785000801","-1123.2157286405563","1849.8250071406364","-26.27871445580463"
"2020-05-17T00:00:00.000Z","468.33065420389175","-1116.506894826889","1584.8375490307808","-20.439482228332892"
"2020-05-18T00:00:00.000Z","399.3019735813141","-1409.3467372655869","1808.648710846901","-1.6396399563872714"
"2020-05-19T00:00:00.000Z","338.43090188503265","-1085.2296304106712","1423.660532295704","-6.7674119425800825"
"2020-05-20T00:00:00.000Z","109.53699672222137","-1693.1935496330261","1802.7305463552475","3.999986536427068"
"2020-05-21T00:00:00.000Z","115.6547212600708","-1604.3523824214935","1720.0071036815643","-18.96803187109093"
"2020-05-22T00:00:00.000Z","549.604885995388","-1069.1058609485626","1618.7107469439507","-1.5459548078285577"
"2020-05-23T00:00:00.000Z","390.33330446481705","-754.286244392395","1144.619548857212","-3.015359555044828"
"2020-05-24T00:00:00.000Z","381.4579743742943","-1119.1385063529015","1500.5964807271957","-11.17439331051521"
"2020-05-25T00:00:00.000Z","468.9787129163742","-977.5881706476212","1446.5668835639954","15.762604403944122"
"2020-05-26T00:00:00.000Z","670.7215110659599","-816.3781098723412","1487.099620938301","8.087648058826868"
"2020-05-27T00:00:00.000Z","574.7685052752495","-1015.0597565174103","1589.8282617926598","-17.162777591435514"
"2020-05-28T00:00:00.000Z","720.865972340107","-974.2556585073471","1695.121630847454","-6.245077152044623"
"2020-05-29T00:00:00.000Z","401.67815244197845","-872.5831141471863","1274.2612665891647","-3.8136968537464297"
"2020-05-30T00:00:00.000Z","525.1564835906029","-882.443660736084","1407.6001443266869","-25.034394727244095"
"2020-05-31T00:00:00.000Z","515.871574640274","-721.1927857995033","1237.0643604397774","23.73382977718446"
"2020-06-01T00:00:00.000Z","1137.1468173265457","-853.2732998132706","1990.4201171398163","27.545977992669155"
"2020-06-02T00:00:00.000Z","-14.839761972427368","-1771.728514611721","1756.8887526392937","-30.25247116340191"
"2020-06-03T00:00:00.000Z","468.68659377098083","-758.9118693470955","1227.5984631180763","19.13276210327111"
"2020-06-04T00:00:00.000Z","463.14245212078094","-762.4687648415565","1225.6112169623375","-19.813124939389034"
"2020-06-05T00:00:00.000Z","272.37316685914993","-842.6143178343773","1114.9874846935272","-1.5870500961496012"
"2020-06-06T00:00:00.000Z","430.2395858168602","-646.8417816758156","1077.0813674926758","-2.2608283318408313"
"2020-06-07T00:00:00.000Z","388.2823623418808","-822.782436311245","1211.0647986531258","-10.207663317822878"
"2020-06-08T00:00:00.000Z","483.6742287874222","-650.4837090969086","1134.1579378843307","2.086326625012342"
"2020-06-09T00:00:00.000Z","376.17931938171387","-762.2771817445755","1138.4565011262894","17.15925289365823"
"2020-06-10T00:00:00.000Z","485.54787588119507","-797.8317279815674","1283.3796038627625","33.161060674976895"
"2020-06-11T00:00:00.000Z","8.661923944950104","-1454.7711863517761","1463.4331102967262","-26.118194847620792"
"2020-06-12T00:00:00.000Z","254.02663093805313","-800.671290576458","1054.697921514511","-1.8983717339511144"
"2020-06-13T00:00:00.000Z","243.6524589061737","-591.5998392105103","835.252298116684","5.376368535961191"
"2020-06-14T00:00:00.000Z","189.00222718715668","-704.2166784405708","893.2189056277275","-11.348951861557168"
"2020-06-15T00:00:00.000Z","263.93911361694336","-1143.3298947811127","1407.269008398056","0.8437432624676913"
"2020-06-16T00:00:00.000Z","404.22020691633224","-759.4743045568466","1163.6945114731789","7.376874486027148"
"2020-06-17T00:00:00.000Z","339.92830377817154","-854.6193211078644","1194.547624886036","4.046460340591007"
"2020-06-18T00:00:00.000Z","480.7040796279907","-731.7028919458389","1212.4069715738297","20.95775088560462"
"2020-06-19T00:00:00.000Z","451.18649142980576","-775.6663496494293","1226.852841079235","-0.688788483581595"
"2020-06-20T00:00:00.000Z","405.14824026823044","-651.6346789598465","1056.782919228077","-10.94835321114329"
"2020-06-21T00:00:00.000Z","261.77965646982193","-539.9810257554054","801.7606822252274","-2.489868274488782"
"2020-06-22T00:00:00.000Z","515.3330327868462","-860.9092149138451","1376.2422477006912","21.001086686256716"
"2020-06-23T00:00:00.000Z","304.57912653684616","-765.8044221401215","1070.3835486769676","-7.0016860171914015"
"2020-06-24T00:00:00.000Z","-36.004212617874146","-1135.7125039696693","1099.7082913517952","-1.8461623081748284"
"2020-06-25T00:00:00.000Z","76.17970609664917","-979.6000706553459","1055.779776751995","-14.652049060937602"
"2020-06-26T00:00:00.000Z","273.1187663078308","-758.1767448782921","1031.295511186123","6.923239339843027"
"2020-06-27T00:00:00.000Z","126.03966331481934","-916.9296424984932","1042.9693058133125","-17.289683361931733"
"2020-06-28T00:00:00.000Z","340.3274835348129","-612.8104549646378","953.1379384994507","5.212465941263444"
"2020-06-29T00:00:00.000Z","425.773457467556","-654.9398507475853","1080.7133082151413","13.22842130030027"
"2020-06-30T00:00:00.000Z","329.3524125814438","-602.7431325316429","932.0955451130867","1.8149629755494139"
"2020-07-01T00:00:00.000Z","475.98721647262573","-602.356645822525","1078.3438622951508","2.615874972555431"
"2020-07-02T00:00:00.000Z","343.17923390865326","-842.3232163190842","1185.5024502277374","-18.713961179299073"
"2020-07-03T00:00:00.000Z","325.10991394519806","-576.6947681307793","901.8046820759773","0.023851059718257406"
"2020-07-04T00:00:00.000Z","303.68439185619354","-449.1957885026932","752.8801803588867","-4.274829150213697"
"2020-07-05T00:00:00.000Z","185.5911130309105","-690.2657826542854","875.8568956851959","6.228777102823708"
"2020-07-06T00:00:00.000Z","407.9677720069885","-760.822067797184","1168.7898398041725","24.478489948743313"
"2020-07-07T00:00:00.000Z","405.6502014994621","-654.5465950369835","1060.1967965364456","-12.308698222632334"
"2020-07-08T00:00:00.000Z","305.8699252009392","-933.6454435586929","1239.515368759632","7.264185290920632"
"2020-07-09T00:00:00.000Z","178.38952898979187","-845.3222290873528","1023.7117580771446","-21.261706625157025"
"2020-07-10T00:00:00.000Z","340.82332730293274","-643.1294693946838","983.9527966976166","-8.220865156174682"
"2020-07-11T00:00:00.000Z","280.84958934783936","-463.6785622239113","744.5281515717506","-15.360926591099245"
"2020-07-12T00:00:00.000Z","267.1876665353775","-611.3978205919266","878.5854871273041","-4.473130397188679"
"2020-07-13T00:00:00.000Z","238.87003481388092","-535.296478331089","774.1665131449699","-3.2513871582923426"
"2020-07-14T00:00:00.000Z","331.55608147382736","-624.0719366073608","955.6280180811882","16.87023968181594"
"2020-07-15T00:00:00.000Z","248.2051373720169","-1052.3772758841515","1300.5824132561684","20.064446310835134"
"2020-07-16T00:00:00.000Z","105.8559341430664","-1070.5544283986092","1176.4103625416756","-10.295282389537128"
"2020-07-17T00:00:00.000Z","317.85718071460724","-630.2176286578178","948.0748093724251","3.719913461530993"
"2020-07-18T00:00:00.000Z","388.050135076046","-464.941853761673","852.991988837719","3.229032806113219"
"2020-07-19T00:00:00.000Z","195.71457993984222","-569.2237320542336","764.9383119940758","0.2883345247396968"
"2020-07-20T00:00:00.000Z","189.83007138967514","-695.1000509262085","884.9301223158836","-2.886823536239441"
"2020-07-21T00:00:00.000Z","302.2447708249092","-789.8500884175301","1092.0948592424393","-0.886664712596691"
"2020-07-22T00:00:00.000Z","405.76152527332306","-763.0821375846863","1168.8436628580093","0.27825621500470743"
"2020-07-23T00:00:00.000Z","514.1034074425697","-934.1952750682831","1448.2986825108528","-14.482611667412367"
"2020-07-24T00:00:00.000Z","231.46675819158554","-730.186151266098","961.6529094576836","5.48023600240756"
"2020-07-25T00:00:00.000Z","395.31350100040436","-704.1640235185623","1099.4775245189667","13.400435035497381"
"2020-07-26T00:00:00.000Z","126.54619216918945","-1114.4896848201752","1241.0358769893646","18.38480642542467"
"2020-07-27T00:00:00.000Z","964.6075081825256","-1890.1056090593338","2854.7131172418594","20.70630740638717"
"2020-07-28T00:00:00.000Z","740.1389169692993","-1216.433228969574","1956.5721459388733","-35.39546811685026"
"2020-07-29T00:00:00.000Z","1009.9330357909203","-829.0770428180695","1839.0100786089897","19.630291406592118"
"2020-07-30T00:00:00.000Z","687.9369632005692","-634.7284056544304","1322.6653688549995","-18.05075983394091"
"2020-07-31T00:00:00.000Z","1023.9980269670486","-728.0025363564491","1752.0005633234978","11.314629432351525"
"2020-08-01T00:00:00.000Z","1069.8025039434433","-903.9492009282112","1973.7517048716545","26.503175292898174"
"2020-08-02T00:00:00.000Z","863.1343821287155","-1101.8208326101303","1964.9552147388458","5.880295061403236"
"2020-08-03T00:00:00.000Z","687.380801141262","-669.6237640976906","1357.0045652389526","31.708037443614124"
"2020-08-04T00:00:00.000Z","558.6936548352242","-762.9224664568901","1321.6161212921143","-14.50645122371107"
"2020-08-05T00:00:00.000Z","741.1101818680763","-834.4115340709686","1575.521715939045","24.760965054303604"
"2020-08-06T00:00:00.000Z","723.366401553154","-813.6699854135513","1537.0363869667053","18.81875692806827"
"2020-08-07T00:00:00.000Z","867.0536321401596","-754.3385714292526","1621.3922035694122","-1.7044180023386444"
"2020-08-08T00:00:00.000Z","639.4983841776848","-591.9090030193329","1231.4073871970177","-0.8879254019729748"
"2020-08-09T00:00:00.000Z","661.9014893770218","-564.6726748347282","1226.57416421175","14.210449991136185"
"2020-08-10T00:00:00.000Z","909.8670033812523","-999.8289843201637","1909.695987701416","-10.545205893297766"
"2020-08-11T00:00:00.000Z","834.7680969834328","-982.0508528351784","1816.8189498186111","18.558606201563432"
"2020-08-12T00:00:00.000Z","728.0718641877174","-654.4743201732635","1382.546184360981","-9.560946140051838"
"2020-08-13T00:00:00.000Z","917.4605592489243","-748.918067753315","1666.3786270022392","46.24489663272226"
"2020-08-14T00:00:00.000Z","679.6567350625992","-700.6386901140213","1380.2954251766205","-5.760558205977429"
"2020-08-15T00:00:00.000Z","787.446572124958","-740.1998405456543","1527.6464126706123","28.08500109971753"
"2020-08-16T00:00:00.000Z","580.4524592161179","-570.7439040541649","1151.1963632702827","2.242367493902537"
"2020-08-17T00:00:00.000Z","699.4127867221832","-1065.2113668322563","1764.6241535544395","15.009216613817841"
"2020-08-18T00:00:00.000Z","411.0266093015671","-967.1247975826263","1378.1514068841934","-18.93452140725985"
"2020-08-19T00:00:00.000Z","828.7573416233063","-735.8259609937668","1564.583302617073","3.972790826817043"
"2020-08-20T00:00:00.000Z","720.2056949734688","-552.9695309996605","1273.1752259731293","-9.891429030827416"
"2020-08-21T00:00:00.000Z","674.7838371992111","-656.3944229483604","1331.1782601475716","9.360936595700126"
"2020-08-22T00:00:00.000Z","482.5254117846489","-523.3134397864342","1005.8388515710831","-3.262183238484478"
"2020-08-23T00:00:00.000Z","456.93838065862656","-427.0025572180748","883.9409378767014","6.1964496927446255"
"2020-08-24T00:00:00.000Z","545.0701963305473","-490.448914706707","1035.5191110372543","8.356347054398"
"2020-08-25T00:00:00.000Z","540.3144367933273","-746.8163920640945","1287.1308288574219","1.427205608877176"
"2020-08-26T00:00:00.000Z","706.3558924794197","-565.7082793712616","1272.0641718506813","-0.057470192384196955"
"2020-08-27T00:00:00.000Z","492.437193274498","-547.0464522242546","1039.4836454987526","-1.910117922052526"
"2020-08-28T00:00:00.000Z","534.0033792257309","-386.3901823759079","920.3935616016388","-9.545582333668213"
"2020-08-29T00:00:00.000Z","345.6299213171005","-357.86916893720627","703.4990902543068","1.6340807756311104"
"2020-08-30T00:00:00.000Z","316.32399743795395","-402.1765794157982","718.5005768537521","4.636808238256513"
"2020-08-31T00:00:00.000Z","664.8114846944809","-404.8192021250725","1069.6306868195534","24.67301397010694"
"2020-09-01T00:00:00.000Z","461.57831597328186","-556.5273414254189","1018.1056573987007","11.364878689507856"
"2020-09-02T00:00:00.000Z","255.49536168575287","-606.7641604542732","862.2595221400261","-27.08133178349728"
"2020-09-03T00:00:00.000Z","2.5185863971710205","-855.6483379006386","858.1669242978096","-18.79418656079494"
"2020-09-04T00:00:00.000Z","197.22275966405869","-716.1545668840408","913.3773265480995","17.861157030986224"
"2020-09-05T00:00:00.000Z","88.70031726360321","-726.5926973223686","815.2930145859718","3.4121329131677127"
"2020-09-06T00:00:00.000Z","179.15491020679474","-485.53206384181976","664.6869740486145","3.915968433073977"
"2020-09-07T00:00:00.000Z","209.0469087958336","-592.9559342861176","802.0028430819511","8.812223465348357"
"2020-09-08T00:00:00.000Z","340.626696228981","-592.9606476426125","933.5873438715935","8.920738674703403"
"2020-09-09T00:00:00.000Z","378.3508992791176","-437.6174223423004","815.968321621418","-6.028235423955269"
"2020-09-10T00:00:00.000Z","433.41070932149887","-464.8466036915779","898.2573130130768","1.5063551213595243"
"2020-09-11T00:00:00.000Z","304.8683568239212","-334.0277003645897","638.8960571885109","-5.29688709881098"
"2020-09-12T00:00:00.000Z","292.4301517009735","-365.77180618047714","658.2019578814507","-2.363278117529974"
"2020-09-13T00:00:00.000Z","294.87263399362564","-421.5500066280365","716.4226406216621","0.6258793850471117"
"2020-09-14T00:00:00.000Z","362.73476868867874","-326.1664544939995","688.9012231826782","29.355944775116473"
"2020-09-15T00:00:00.000Z","362.6260160803795","-428.2826294898987","790.9086455702782","3.070979400488131"
"2020-09-16T00:00:00.000Z","472.2418275475502","-507.4132527112961","979.6550802588463","-8.568283212731812"
"2020-09-17T00:00:00.000Z","441.4665786623955","-421.64385509490967","863.1104337573051","-4.609793478928372"
"2020-09-18T00:00:00.000Z","456.67756032943726","-421.6428743004799","878.3204346299171","3.90459186313239"
"2020-09-19T00:00:00.000Z","408.9136121273041","-367.767881333828","776.681493461132","-18.847802540194255"
"2020-09-20T00:00:00.000Z","199.56394708156586","-421.0394684076309","620.6034154891968","-4.374204393019376"
